Column1;Column2;Column3;Column4
14/12/2022/3:15:22;20.20;57.00;1
14/12/2022/3:20:24;20.20;57.00;1
14/12/2022/3:25:25;20.20;57.00;1
14/12/2022/3:30:26;20.20;57.50;1
14/12/2022/3:35:27;20.10;58.00;1
14/12/2022/3:40:28;20.05;58.00;1
14/12/2022/3:45:30;20.15;57.50;1
14/12/2022/3:50:31;20.15;57.50;1
14/12/2022/3:55:32;20.15;57.50;1
14/12/2022/4:0:33;20.15;57.50;1
14/12/2022/4:5:35;20.15;57.50;1
14/12/2022/4:10:36;20.15;57.50;1
14/12/2022/4:15:37;20.00;58.00;1
14/12/2022/4:20:38;20.00;58.00;1
14/12/2022/4:25:39;20.10;57.50;1
14/12/2022/4:30:41;20.10;57.50;1
14/12/2022/4:35:42;20.10;57.50;1
14/12/2022/4:40:43;20.10;57.50;1
14/12/2022/4:45:44;20.10;57.50;1
14/12/2022/4:50:46;20.10;57.50;1
14/12/2022/4:55:47;20.10;57.50;1
14/12/2022/5:0:48;20.00;58.00;1
14/12/2022/5:5:49;20.05;57.50;1
14/12/2022/5:10:50;20.05;57.50;1
14/12/2022/5:15:52;20.05;57.50;1
14/12/2022/5:20:53;20.05;57.50;1
14/12/2022/5:25:54;20.00;58.00;1
14/12/2022/5:30:55;20.00;57.50;1
14/12/2022/5:35:56;20.00;57.50;1
14/12/2022/5:40:58;20.05;57.50;1
14/12/2022/5:45:59;20.00;57.50;1
14/12/2022/5:51:0;19.95;57.50;1
14/12/2022/5:56:1;19.45;57.50;1
14/12/2022/6:1:3;19.45;57.50;1
14/12/2022/6:6:4;19.95;57.50;1
14/12/2022/6:12:5;19.95;57.00;1
14/12/2022/6:16:6;19.45;57.50;1
14/12/2022/6:21:7;19.95;57.50;1
14/12/2022/6:26:9;20.00;57.50;1
14/12/2022/6:31:10;20.05;57.50;1
14/12/2022/6:36:12;20.05;57.50;1
14/12/2022/6:41:12;20.05;57.50;1
14/12/2022/6:46:13;20.05;58.00;1
14/12/2022/6:51:15;20.10;58.00;1
14/12/2022/6:56:16;20.10;58.00;1
14/12/2022/7:1:17;20.10;58.00;1
14/12/2022/7:6:18;20.15;58.00;1
14/12/2022/7:12:20;20.15;58.00;1
14/12/2022/7:16:21;20.20;58.00;1
14/12/2022/7:21:22;20.25;58.00;1
14/12/2022/7:26:23;20.75;57.50;1
14/12/2022/7:31:24;20.80;57.50;1
14/12/2022/7:36:26;20.80;57.50;1
14/12/2022/7:41:27;20.80;57.50;1
14/12/2022/7:46:28;20.85;57.00;1
14/12/2022/7:51:29;20.85;57.00;1
14/12/2022/7:56:31;20.85;57.00;1
14/12/2022/8:1:32;20.85;57.00;1
14/12/2022/8:6:33;20.90;57.00;1
14/12/2022/8:12:34;20.90;57.00;1
14/12/2022/8:16:35;20.90;57.00;1
14/12/2022/8:21:37;20.90;57.00;1
14/12/2022/8:26:38;20.90;56.50;1
14/12/2022/8:31:39;20.90;56.50;1
14/12/2022/8:36:40;20.95;56.50;1
14/12/2022/8:41:42;20.95;56.50;1
14/12/2022/8:46:43;20.95;56.00;1
14/12/2022/8:51:44;20.95;56.00;1
14/12/2022/8:56:45;20.95;55.50;1
14/12/2022/9:1:46;20.95;55.50;1
14/12/2022/9:6:48;21.00;55.00;1
14/12/2022/9:12:49;21.05;55.00;1
14/12/2022/9:16:50;21.10;55.00;1
14/12/2022/9:21:51;21.10;54.50;1
14/12/2022/9:26:53;21.15;53.50;1
14/12/2022/9:31:54;21.20;53.50;1
14/12/2022/9:36:55;21.25;53.50;1
14/12/2022/9:41:56;21.75;53.00;1
14/12/2022/9:46:58;21.80;53.00;1
14/12/2022/9:51:59;21.85;52.50;1
14/12/2022/9:57:0;21.95;52.50;1
14/12/2022/10:2:1;21.95;52.00;1
14/12/2022/10:7:2;22.00;52.00;1
14/12/2022/10:12:4;22.05;51.50;1
14/12/2022/10:17:5;22.05;52.00;1
14/12/2022/10:22:6;22.05;52.00;1
14/12/2022/10:27:7;22.05;52.00;1
14/12/2022/10:32:8;22.00;52.00;1
14/12/2022/10:37:10;22.05;52.00;1
14/12/2022/10:42:12;22.10;52.00;1
14/12/2022/10:47:12;22.10;51.50;1
14/12/2022/10:52:13;22.15;51.00;1
14/12/2022/10:57:15;22.15;51.00;1
14/12/2022/12:2:16;22.15;51.00;1
14/12/2022/12:7:17;22.15;51.00;1
14/12/2022/12:12:18;22.15;51.00;1
14/12/2022/12:17:19;22.20;51.00;1
14/12/2022/12:22:21;22.20;51.00;1
14/12/2022/12:27:22;22.25;51.00;1
14/12/2022/12:32:23;22.25;51.00;1
14/12/2022/12:37:24;22.80;49.50;1
14/12/2022/12:42:26;22.85;50.00;1
14/12/2022/12:47:27;22.90;50.50;1
14/12/2022/12:52:28;22.90;50.50;1
14/12/2022/12:57:29;22.95;50.00;1
14/12/2022/12:2:30;23.00;50.00;1
14/12/2022/12:7:32;23.05;49.50;1
14/12/2022/12:12:33;23.05;49.50;1
14/12/2022/12:17:34;23.10;49.00;1
14/12/2022/12:22:35;23.15;48.50;1
14/12/2022/12:27:37;23.20;48.00;1
14/12/2022/12:32:38;23.25;48.00;1
14/12/2022/12:37:39;23.30;47.50;1
14/12/2022/12:42:40;23.80;47.50;1
14/12/2022/12:47:41;23.85;47.50;1
14/12/2022/12:52:43;23.80;47.50;1
14/12/2022/12:57:44;23.85;47.50;1
14/12/2022/13:2:45;23.80;47.50;1
14/12/2022/13:7:46;23.30;47.00;1
14/12/2022/13:12:48;23.80;47.00;1
14/12/2022/13:17:49;23.80;46.50;1
14/12/2022/13:22:50;23.30;46.50;1
14/12/2022/13:27:51;23.85;46.50;1
14/12/2022/13:32:53;23.85;46.50;1
14/12/2022/13:37:54;23.95;46.50;1
14/12/2022/13:42:55;23.95;47.00;1
14/12/2022/13:47:56;23.95;46.50;1
14/12/2022/13:52:57;23.90;47.00;1
14/12/2022/13:57:59;23.90;46.50;1
14/12/2022/14:3:0;23.85;47.00;1
14/12/2022/14:8:1;23.35;47.00;1
14/12/2022/14:13:2;23.25;47.00;1
14/12/2022/14:18:4;23.30;46.50;1
14/12/2022/14:23:5;23.30;46.50;1
14/12/2022/14:28:6;23.30;46.50;1
14/12/2022/14:33:7;23.30;46.50;1
14/12/2022/14:38:9;23.80;46.00;1
14/12/2022/14:43:10;23.85;46.50;1
14/12/2022/14:48:12;23.90;46.50;1
14/12/2022/14:53:12;23.90;46.50;1
14/12/2022/14:58:13;23.90;46.50;1
14/12/2022/15:3:15;23.90;47.00;1
14/12/2022/15:8:16;23.85;47.00;1
14/12/2022/15:13:17;23.85;47.00;1
14/12/2022/15:18:18;23.85;46.50;1
14/12/2022/15:23:20;23.90;46.50;1
14/12/2022/15:28:21;23.90;46.50;1
14/12/2022/15:33:22;23.90;46.50;1
14/12/2022/15:38:23;23.90;46.50;1
14/12/2022/15:43:25;23.85;46.50;1
14/12/2022/15:48:26;23.85;46.00;1
14/12/2022/15:53:27;23.85;45.50;1
14/12/2022/15:58:28;23.85;45.50;1
14/12/2022/16:3:29;23.85;45.50;1
14/12/2022/16:8:31;23.35;45.50;1
14/12/2022/16:13:32;23.30;45.50;1
14/12/2022/16:18:33;23.30;45.00;1
14/12/2022/16:23:34;23.30;45.00;1
14/12/2022/16:28:36;23.25;45.50;1
14/12/2022/16:33:37;23.25;45.50;1
14/12/2022/16:38:38;23.20;45.50;1
14/12/2022/16:43:39;23.20;45.50;1
14/12/2022/16:48:40;23.20;45.50;1
14/12/2022/16:53:42;23.15;46.00;1
14/12/2022/16:58:43;23.10;45.50;1
14/12/2022/17:3:44;23.10;46.00;1
14/12/2022/17:8:45;23.05;46.00;1
14/12/2022/17:13:47;23.05;46.00;1
14/12/2022/17:18:48;23.00;46.00;1
14/12/2022/17:23:49;23.00;46.50;1
14/12/2022/17:28:50;23.00;46.00;1
14/12/2022/17:33:51;23.00;46.50;1
14/12/2022/17:38:53;22.95;47.00;1
14/12/2022/17:43:54;22.90;47.50;1
14/12/2022/17:48:55;22.90;48.00;1
14/12/2022/17:53:56;22.80;48.00;1
14/12/2022/17:58:58;22.25;48.50;1
14/12/2022/18:3:59;22.20;49.00;1
14/12/2022/18:9:0;22.15;49.00;1
14/12/2022/18:14:1;22.15;49.00;1
14/12/2022/18:19:2;22.15;49.00;1
14/12/2022/18:24:4;22.15;49.00;1
14/12/2022/18:29:5;22.10;49.00;1
14/12/2022/18:34:6;22.10;49.00;1
14/12/2022/18:39:7;22.15;49.00;1
14/12/2022/18:44:8;22.15;49.00;1
14/12/2022/18:49:10;22.15;49.00;1
14/12/2022/18:54:12;22.15;49.00;1
14/12/2022/18:59:12;22.10;49.50;1
14/12/2022/19:4:13;22.05;49.50;1
14/12/2022/19:9:14;22.05;49.50;1
14/12/2022/19:14:16;22.10;49.50;1
14/12/2022/19:19:17;22.05;49.50;1
14/12/2022/19:24:18;22.00;49.50;1
14/12/2022/19:29:19;21.95;50.00;1
14/12/2022/19:34:20;21.95;50.00;1
14/12/2022/19:39:22;21.95;50.00;1
14/12/2022/19:44:23;21.90;50.00;1
14/12/2022/19:49:24;21.95;50.00;1
14/12/2022/19:54:25;21.95;50.00;1
14/12/2022/19:59:27;21.85;50.00;1
14/12/2022/20:4:28;21.90;50.00;1
14/12/2022/20:9:29;21.90;50.00;1
14/12/2022/20:14:30;21.85;50.50;1
14/12/2022/20:19:31;21.25;50.50;1
14/12/2022/20:24:33;21.25;50.50;1
14/12/2022/20:29:34;21.20;50.50;1
14/12/2022/20:34:35;21.20;50.50;1
14/12/2022/20:39:36;21.20;50.50;1
14/12/2022/20:44:38;21.20;50.50;1
14/12/2022/20:49:39;21.20;50.50;1
14/12/2022/20:54:40;21.25;50.50;1
14/12/2022/20:59:41;21.25;50.00;1
14/12/2022/21:4:42;21.25;50.50;1
14/12/2022/21:9:44;21.20;50.50;1
14/12/2022/21:14:45;21.25;50.50;1
14/12/2022/21:19:46;21.20;50.50;1
14/12/2022/21:24:47;21.20;51.00;1
14/12/2022/21:29:49;21.15;51.00;1
14/12/2022/21:34:50;21.20;51.50;1
14/12/2022/21:39:51;21.15;52.00;1
14/12/2022/21:44:52;21.15;52.00;1
14/12/2022/21:49:53;21.20;52.00;1
14/12/2022/21:54:55;21.20;51.50;1
14/12/2022/21:59:56;21.15;52.00;1
14/12/2022/22:4:57;21.15;52.00;1
14/12/2022/22:9:58;21.15;52.00;1
14/12/2022/22:15:0;21.20;52.00;1
14/12/2022/22:20:1;21.20;52.00;1
14/12/2022/22:25:2;21.20;52.50;1
14/12/2022/22:30:3;21.15;52.50;1
14/12/2022/22:35:5;21.10;53.00;1
14/12/2022/22:40:6;21.10;52.50;1
14/12/2022/22:45:7;21.15;52.50;1
14/12/2022/22:50:8;21.10;52.50;1
14/12/2022/22:55:9;21.10;52.50;1
14/12/2022/23:0:12;21.05;52.50;1
14/12/2022/23:5:12;21.10;52.50;1
14/12/2022/23:10:13;20.95;53.00;1
14/12/2022/23:15:14;20.95;53.00;1
14/12/2022/23:20:16;20.90;53.00;1
14/12/2022/23:25:17;20.95;53.00;1
14/12/2022/23:30:18;20.90;53.00;1
14/12/2022/23:35:19;20.85;53.00;1
14/12/2022/23:40:20;20.85;53.00;1
14/12/2022/23:45:22;20.90;53.00;1
14/12/2022/23:50:23;20.85;53.00;1
14/12/2022/23:55:24;20.75;53.50;1
15/12/2022/0:0:25;20.85;53.00;1
15/12/2022/0:5:27;20.25;53.50;1
15/12/2022/0:10:28;20.80;53.00;1
15/12/2022/0:15:29;20.90;52.50;1
15/12/2022/0:20:30;20.80;53.00;1
15/12/2022/0:25:31;20.85;52.50;1
15/12/2022/0:30:33;20.20;53.50;1
15/12/2022/0:35:34;20.20;54.00;1
15/12/2022/0:40:35;20.20;53.50;1
15/12/2022/0:45:36;20.10;54.00;1
15/12/2022/0:50:38;20.20;53.50;1
15/12/2022/0:55:39;20.15;53.50;1
15/12/2022/1:0:40;20.10;54.00;1
15/12/2022/1:5:41;20.00;54.00;1
15/12/2022/1:10:42;20.00;54.00;1
15/12/2022/1:15:44;20.05;54.00;1
15/12/2022/1:20:45;20.00;54.00;1
15/12/2022/1:25:46;20.00;54.00;1
15/12/2022/1:30:47;20.15;53.50;1
15/12/2022/1:35:48;20.20;53.00;1
15/12/2022/1:40:50;20.25;53.00;1
15/12/2022/1:45:51;20.75;52.50;1
15/12/2022/1:50:52;20.75;52.50;1
15/12/2022/1:55:53;20.75;52.50;1
15/12/2022/2:0:55;20.80;52.50;1
15/12/2022/2:5:56;20.80;52.50;1
15/12/2022/2:10:57;20.75;52.50;1
15/12/2022/2:15:58;20.75;52.50;1
15/12/2022/2:20:59;20.25;53.50;1
15/12/2022/2:26:1;20.20;53.50;1
15/12/2022/2:31:2;20.25;53.00;1
15/12/2022/2:36:3;20.25;53.00;1
15/12/2022/2:41:4;20.20;53.50;1
15/12/2022/2:46:5;20.15;53.50;1
15/12/2022/2:51:7;20.20;53.50;1
15/12/2022/2:56:8;20.20;53.50;1
15/12/2022/3:1:9;20.15;53.50;1
15/12/2022/3:6:10;20.15;53.50;1
15/12/2022/3:12:12;20.15;53.50;1
15/12/2022/3:16:13;20.05;54.00;1
15/12/2022/3:21:14;20.10;53.50;1
15/12/2022/3:26:15;20.15;53.50;1
15/12/2022/3:31:16;20.15;53.50;1
15/12/2022/3:36:18;20.15;53.50;1
15/12/2022/3:41:19;20.05;53.50;1
15/12/2022/3:46:20;19.40;54.00;1
15/12/2022/3:51:21;20.00;54.00;1
15/12/2022/3:56:22;20.05;53.50;1
15/12/2022/4:1:24;20.05;53.50;1
15/12/2022/4:6:25;20.05;53.50;1
15/12/2022/4:12:26;20.05;53.50;1
15/12/2022/4:16:27;20.05;53.50;1
15/12/2022/4:21:29;20.05;53.50;1
15/12/2022/4:26:30;20.05;53.50;1
15/12/2022/4:31:31;20.05;53.50;1
15/12/2022/4:36:32;20.05;53.50;1
15/12/2022/4:41:33;20.05;53.50;1
15/12/2022/4:46:35;19.95;53.50;1
15/12/2022/4:51:36;19.35;53.50;1
15/12/2022/4:56:37;19.35;53.50;1
15/12/2022/5:1:38;19.95;53.50;1
15/12/2022/5:6:39;19.40;53.00;1
15/12/2022/5:12:41;19.45;53.00;1
15/12/2022/5:16:42;19.95;53.00;1
15/12/2022/5:21:43;19.45;53.00;1
15/12/2022/5:26:44;19.40;53.00;1
15/12/2022/5:31:46;19.25;53.50;1
15/12/2022/5:36:47;19.25;53.50;1
15/12/2022/5:41:48;19.35;53.00;1
15/12/2022/5:46:49;19.35;53.00;1
15/12/2022/5:51:50;19.30;52.50;1
15/12/2022/5:56:52;19.30;53.00;1
15/12/2022/6:1:53;19.30;52.50;1
15/12/2022/6:6:54;19.20;53.00;1
15/12/2022/6:12:55;19.30;53.00;1
15/12/2022/6:16:56;19.30;52.50;1
15/12/2022/6:21:58;19.20;53.00;1
15/12/2022/6:26:59;19.30;53.00;1
15/12/2022/6:32:0;19.30;53.00;1
15/12/2022/6:37:1;19.35;53.00;1
15/12/2022/6:42:2;19.30;53.00;1
15/12/2022/6:47:4;19.25;53.50;1
15/12/2022/6:52:5;19.35;53.00;1
15/12/2022/6:57:6;19.40;53.00;1
15/12/2022/7:2:7;19.95;53.00;1
15/12/2022/7:7:9;19.95;53.00;1
15/12/2022/7:12:10;19.95;53.00;1
15/12/2022/7:17:12;19.95;53.00;1
15/12/2022/7:22:12;19.95;53.00;1
15/12/2022/7:27:13;19.95;53.00;1
15/12/2022/7:32:15;20.00;54.00;1
15/12/2022/7:37:16;20.00;54.00;1
15/12/2022/7:42:17;20.00;53.50;1
15/12/2022/7:47:18;20.10;53.50;1
15/12/2022/7:52:19;20.10;53.50;1
15/12/2022/7:57:21;20.15;53.50;1
15/12/2022/8:2:22;20.20;53.00;1
15/12/2022/8:7:23;20.75;52.50;1
15/12/2022/8:12:24;20.80;52.50;1
15/12/2022/8:17:26;20.85;52.00;1
15/12/2022/8:22:27;20.90;51.50;1
15/12/2022/8:27:28;20.90;51.50;1
15/12/2022/8:32:29;20.95;51.00;1
15/12/2022/8:37:30;21.00;50.50;1
15/12/2022/8:42:32;21.05;50.50;1
15/12/2022/8:47:33;21.10;50.50;1
15/12/2022/8:52:34;21.10;50.00;1
15/12/2022/8:57:35;21.15;50.00;1
15/12/2022/9:2:36;21.20;50.00;1
15/12/2022/9:7:38;21.75;49.50;1
15/12/2022/9:12:39;21.80;49.50;1
15/12/2022/9:17:40;21.85;49.50;1
15/12/2022/9:22:41;21.90;49.50;1
15/12/2022/9:27:43;21.95;49.00;1
15/12/2022/9:32:44;21.95;49.00;1
15/12/2022/9:37:45;22.00;49.00;1
15/12/2022/9:42:46;22.00;49.00;1
15/12/2022/9:47:47;22.05;48.50;1
15/12/2022/9:52:49;22.10;48.00;1
15/12/2022/9:57:50;22.10;48.00;1
15/12/2022/10:2:51;22.20;47.50;1
15/12/2022/10:7:52;22.20;47.50;1
15/12/2022/10:12:53;22.25;47.50;1
15/12/2022/10:17:55;22.75;47.00;1
15/12/2022/10:22:56;22.80;46.50;1
15/12/2022/10:27:57;22.85;46.50;1
15/12/2022/10:32:58;22.90;46.50;1
15/12/2022/10:37:59;22.90;46.50;1
15/12/2022/10:43:1;22.95;46.00;1
15/12/2022/10:48:2;23.00;46.00;1
15/12/2022/10:53:3;23.00;45.50;1
15/12/2022/10:58:4;23.05;45.50;1
15/12/2022/12:3:6;23.10;45.50;1
15/12/2022/12:8:7;23.15;45.50;1
15/12/2022/12:13:8;23.20;45.50;1
15/12/2022/12:18:9;23.25;45.50;1
15/12/2022/12:23:10;23.25;45.00;1
15/12/2022/12:28:12;23.25;45.00;1
15/12/2022/12:33:13;23.25;45.00;1
15/12/2022/12:38:14;23.25;45.00;1
15/12/2022/12:43:15;23.80;45.00;1
15/12/2022/12:48:16;23.85;45.00;1
15/12/2022/12:53:18;23.90;45.00;1
15/12/2022/12:58:19;23.90;44.50;1
15/12/2022/12:3:20;23.95;44.00;1
15/12/2022/12:8:21;24.00;44.50;1
15/12/2022/12:13:23;24.05;45.00;1
15/12/2022/12:18:24;24.05;44.50;1
15/12/2022/12:23:25;24.10;44.50;1
15/12/2022/12:28:26;24.15;44.50;1
15/12/2022/12:33:27;24.15;44.50;1
15/12/2022/12:38:29;24.15;44.50;1
15/12/2022/12:43:30;24.15;45.00;1
15/12/2022/12:48:31;24.10;45.00;1
15/12/2022/12:53:32;24.05;45.00;1
15/12/2022/12:58:34;24.10;45.00;1
15/12/2022/13:3:35;24.10;45.00;1
15/12/2022/13:8:36;24.10;45.00;1
15/12/2022/13:13:37;24.10;45.00;1
15/12/2022/13:18:38;24.05;45.00;1
15/12/2022/13:23:40;24.00;45.50;1
15/12/2022/13:28:41;24.00;46.00;1
15/12/2022/13:33:42;23.95;45.50;1
15/12/2022/13:38:43;23.95;46.00;1
15/12/2022/13:43:45;23.95;46.00;1
15/12/2022/13:48:46;24.00;46.50;1
15/12/2022/13:53:47;24.05;46.00;1
15/12/2022/13:58:48;24.10;46.00;1
15/12/2022/14:3:49;24.15;46.00;1
15/12/2022/14:8:51;24.20;46.00;1
15/12/2022/14:13:52;24.25;45.50;1
15/12/2022/14:18:53;24.75;45.00;1
15/12/2022/14:23:54;24.75;45.00;1
15/12/2022/14:28:56;24.75;45.00;1
15/12/2022/14:33:57;24.80;45.00;1
15/12/2022/14:38:58;24.80;45.00;1
15/12/2022/14:43:59;24.85;45.00;1
15/12/2022/14:49:1;24.85;45.00;1
15/12/2022/14:54:2;24.85;45.00;1
15/12/2022/14:59:3;24.85;45.00;1
15/12/2022/15:4:4;24.80;45.00;1
15/12/2022/15:9:5;24.30;45.50;1
15/12/2022/15:14:7;24.20;46.00;1
15/12/2022/15:19:8;24.15;45.50;1
15/12/2022/15:24:9;24.15;45.50;1
15/12/2022/15:29:10;24.10;45.50;1
15/12/2022/15:34:12;24.05;46.00;1
15/12/2022/15:39:13;24.05;46.00;1
15/12/2022/15:44:14;24.00;46.00;1
15/12/2022/15:49:15;24.00;44.50;1
15/12/2022/15:54:16;23.95;44.50;1
15/12/2022/15:59:18;23.95;44.50;1
15/12/2022/16:4:19;23.35;44.50;1
15/12/2022/16:9:20;23.35;44.50;1
15/12/2022/16:14:21;23.30;45.00;1
15/12/2022/16:19:23;23.30;45.50;1
15/12/2022/16:24:24;23.30;45.50;1
15/12/2022/16:29:25;23.25;45.50;1
15/12/2022/16:34:26;23.25;46.00;1
15/12/2022/16:39:27;23.25;46.00;1
15/12/2022/16:44:29;23.20;46.00;1
15/12/2022/16:49:30;23.10;46.50;1
15/12/2022/16:54:31;23.05;47.50;1
15/12/2022/16:59:32;23.05;48.50;1
15/12/2022/17:4:34;23.00;48.50;1
15/12/2022/17:9:35;22.95;48.50;1
15/12/2022/17:14:36;22.95;49.00;1
15/12/2022/17:19:37;22.95;48.00;1
15/12/2022/17:24:38;23.00;48.00;1
15/12/2022/17:29:40;23.05;48.00;1
15/12/2022/17:34:41;23.00;48.00;1
15/12/2022/17:39:42;22.95;48.50;1
15/12/2022/17:44:43;22.95;49.00;1
15/12/2022/17:49:44;22.90;49.00;1
15/12/2022/17:54:46;22.90;49.00;1
15/12/2022/17:59:47;22.85;49.00;1
15/12/2022/18:4:48;22.85;49.00;1
15/12/2022/18:9:49;22.85;49.00;1
15/12/2022/18:14:51;22.85;49.50;1
15/12/2022/18:19:52;22.80;50.00;1
15/12/2022/18:24:53;22.30;51.00;1
15/12/2022/18:29:54;22.25;51.00;1
15/12/2022/18:34:55;22.25;51.00;1
15/12/2022/18:39:57;22.20;51.00;1
15/12/2022/18:44:58;22.15;51.00;1
15/12/2022/18:49:59;22.20;51.00;1
15/12/2022/18:55:0;22.20;51.00;1
15/12/2022/19:0:2;22.20;51.00;1
15/12/2022/19:5:3;22.20;51.00;1
15/12/2022/19:10:4;22.15;51.00;1
15/12/2022/19:15:5;22.10;50.50;1
15/12/2022/19:20:6;22.20;50.50;1
15/12/2022/19:25:8;22.20;50.50;1
15/12/2022/19:30:9;22.10;50.50;1
15/12/2022/19:35:10;22.10;50.50;1
15/12/2022/19:40:12;22.10;50.50;1
15/12/2022/19:45:13;22.10;51.00;1
15/12/2022/19:50:14;22.05;51.00;1
15/12/2022/19:55:15;22.05;51.00;1
15/12/2022/20:0:16;22.10;51.00;1
15/12/2022/20:5:17;22.10;51.00;1
15/12/2022/20:10:19;22.05;50.50;1
15/12/2022/20:15:20;22.05;51.00;1
15/12/2022/20:20:21;22.05;50.50;1
15/12/2022/20:25:22;22.05;51.00;1
15/12/2022/20:30:23;22.05;50.50;1
15/12/2022/20:35:25;22.05;51.00;1
15/12/2022/20:40:26;22.05;51.00;1
15/12/2022/20:45:27;22.10;51.00;1
15/12/2022/20:50:28;22.05;51.00;1
15/12/2022/20:55:30;22.05;51.50;1
15/12/2022/21:0:31;22.05;51.50;1
15/12/2022/21:5:32;22.05;51.50;1
15/12/2022/21:10:33;22.05;51.50;1
15/12/2022/21:15:34;22.00;52.00;1
15/12/2022/21:20:36;22.00;52.00;1
15/12/2022/21:25:37;22.00;52.00;1
15/12/2022/21:30:38;22.00;52.00;1
15/12/2022/21:35:39;21.95;52.00;1
15/12/2022/21:40:41;21.95;52.50;1
15/12/2022/21:45:42;21.90;52.50;1
15/12/2022/21:50:43;21.90;52.50;1
15/12/2022/21:55:44;21.90;52.50;1
15/12/2022/22:0:45;21.30;53.00;1
15/12/2022/22:5:47;21.25;53.00;1
15/12/2022/22:10:48;21.30;53.00;1
15/12/2022/22:15:49;21.30;53.00;1
15/12/2022/22:20:50;21.30;53.00;1
15/12/2022/22:25:52;21.30;53.00;1
15/12/2022/22:30:53;21.30;52.50;1
15/12/2022/22:35:54;21.25;53.00;1
15/12/2022/22:40:55;21.25;53.00;1
15/12/2022/22:45:57;21.20;53.00;1
15/12/2022/22:50:58;21.15;53.00;1
15/12/2022/22:55:59;21.15;53.00;1
15/12/2022/23:1:0;21.15;53.00;1
15/12/2022/23:6:1;21.10;53.00;1
15/12/2022/23:12:3;21.10;53.00;1
15/12/2022/23:16:4;21.15;53.00;1
15/12/2022/23:21:5;21.15;53.00;1
15/12/2022/23:26:6;21.10;53.00;1
15/12/2022/23:31:8;20.95;53.50;1
15/12/2022/23:36:9;20.90;53.50;1
15/12/2022/23:41:10;20.90;53.50;1
15/12/2022/23:46:12;20.85;54.00;1
15/12/2022/23:51:12;20.90;53.50;1
15/12/2022/23:56:14;21.05;53.00;1
16/12/2022/0:1:15;21.05;53.00;1
16/12/2022/0:6:16;21.00;53.00;1
16/12/2022/0:12:17;20.95;53.00;1
16/12/2022/0:16:19;20.95;53.00;1
16/12/2022/0:21:20;20.85;53.50;1
16/12/2022/0:26:21;20.95;53.50;1
16/12/2022/0:31:22;21.00;53.00;1
16/12/2022/0:36:24;21.05;53.00;1
16/12/2022/0:41:25;20.90;53.50;1
16/12/2022/0:46:26;20.85;54.00;1
16/12/2022/0:51:27;20.90;54.00;1
16/12/2022/0:56:28;20.95;53.00;1
16/12/2022/1:1:30;20.95;53.50;1
16/12/2022/1:6:31;20.95;53.50;1
16/12/2022/1:12:32;20.90;54.00;1
16/12/2022/1:16:33;20.85;54.50;1
16/12/2022/1:21:35;20.90;54.00;1
16/12/2022/1:26:36;20.95;53.50;1
16/12/2022/1:31:37;20.95;53.50;1
16/12/2022/1:36:38;20.95;53.50;1
16/12/2022/1:41:39;20.90;53.50;1
16/12/2022/1:46:41;20.95;54.00;1
16/12/2022/1:51:42;20.95;53.50;1
16/12/2022/1:56:43;20.95;53.50;1
16/12/2022/2:1:44;20.95;53.50;1
16/12/2022/2:6:46;20.95;54.00;1
16/12/2022/2:12:47;20.95;53.50;1
16/12/2022/2:16:48;20.95;53.50;1
16/12/2022/2:21:49;20.95;53.50;1
16/12/2022/2:26:50;20.95;53.50;1
16/12/2022/2:31:52;20.95;53.50;1
16/12/2022/2:36:53;20.95;53.50;1
16/12/2022/2:41:54;20.95;54.00;1
16/12/2022/2:46:55;20.95;53.50;1
16/12/2022/2:51:57;20.95;53.50;1
16/12/2022/2:56:58;20.95;54.00;1
16/12/2022/3:1:59;20.95;53.50;1
16/12/2022/3:7:0;20.95;53.50;1
16/12/2022/3:12:2;20.95;54.00;1
16/12/2022/3:17:3;20.95;54.00;1
16/12/2022/3:22:4;20.85;54.50;1
16/12/2022/3:27:5;20.90;54.00;1
16/12/2022/3:32:6;20.90;54.00;1
16/12/2022/3:37:8;20.90;54.00;1
16/12/2022/3:42:9;20.95;54.00;1
16/12/2022/3:47:10;20.95;54.00;1
16/12/2022/3:52:12;20.95;54.00;1
16/12/2022/3:57:13;20.95;54.00;1
16/12/2022/4:2:14;20.95;54.00;1
16/12/2022/4:7:15;20.90;54.00;1
16/12/2022/4:12:16;20.90;54.00;1
16/12/2022/4:17:17;20.90;53.50;1
16/12/2022/4:22:19;20.90;54.00;1
16/12/2022/4:27:20;20.85;54.00;1
16/12/2022/4:32:21;20.90;54.00;1
16/12/2022/4:37:22;20.90;54.00;1
16/12/2022/4:42:24;20.90;54.00;1
16/12/2022/4:47:25;20.85;55.00;1
16/12/2022/4:52:26;20.85;55.00;1
16/12/2022/4:57:27;20.85;54.50;1
16/12/2022/5:2:28;20.85;55.00;1
16/12/2022/5:7:30;20.85;55.00;1
16/12/2022/5:12:31;20.85;55.00;1
16/12/2022/5:17:32;20.85;55.00;1
16/12/2022/5:22:33;20.85;55.00;1
16/12/2022/5:27:35;20.85;55.00;1
16/12/2022/5:32:36;20.85;55.00;1
16/12/2022/5:37:37;20.85;55.00;1
16/12/2022/5:42:38;20.85;55.00;1
16/12/2022/5:47:40;20.85;55.00;1
16/12/2022/5:52:41;20.85;55.00;1
16/12/2022/5:57:42;20.80;55.00;1
16/12/2022/6:2:43;20.80;55.00;1
