Column1;Column2;Column3;Column4
18/12/2022/9:34:38;22.20;50.00;1
18/12/2022/9:39:39;22.25;50.00;1
18/12/2022/9:44:40;22.80;50.00;1
18/12/2022/9:49:42;22.90;50.00;1
18/12/2022/9:54:43;22.85;49.00;1
18/12/2022/9:59:44;22.80;49.00;1
18/12/2022/10:4:45;22.25;49.50;1
18/12/2022/10:9:46;22.25;49.50;1
18/12/2022/10:14:48;22.85;49.00;1
18/12/2022/10:19:49;22.90;49.50;1
18/12/2022/10:24:50;22.75;49.50;1
18/12/2022/10:29:51;24.65;47.50;1
18/12/2022/10:34:52;24.20;46.00;1
18/12/2022/10:39:54;23.05;48.00;1
18/12/2022/10:44:55;22.95;48.50;1
18/12/2022/10:49:56;22.90;49.00;1
18/12/2022/10:54:57;22.95;49.00;1
18/12/2022/10:59:59;22.95;49.00;1
18/12/2022/12:5:0;23.00;48.50;1
18/12/2022/12:10:1;23.15;48.50;1
18/12/2022/12:15:2;23.30;48.00;1
18/12/2022/12:20:3;23.35;47.50;1
18/12/2022/12:25:5;23.30;47.00;1
18/12/2022/12:30:6;23.30;47.50;1
18/12/2022/12:35:7;23.35;47.00;1
18/12/2022/12:40:8;23.90;47.00;1
18/12/2022/12:45:10;23.95;47.00;1
18/12/2022/12:50:12;24.05;47.50;1
18/12/2022/12:55:12;24.10;46.50;1
18/12/2022/12:0:13;24.15;46.50;1
18/12/2022/12:5:14;25.65;46.00;1
18/12/2022/12:10:16;24.80;45.50;1
18/12/2022/12:15:17;24.15;46.50;1
18/12/2022/12:20:18;24.00;47.50;1
18/12/2022/12:25:19;24.00;47.00;1
18/12/2022/12:30:21;24.10;47.00;1
18/12/2022/12:35:22;24.15;46.50;1
18/12/2022/12:40:23;24.15;46.50;1
18/12/2022/12:45:24;24.10;46.50;1
18/12/2022/12:50:25;24.20;46.50;1
18/12/2022/12:55:27;24.20;46.00;1
18/12/2022/13:0:28;24.25;46.00;1
18/12/2022/13:5:29;24.25;46.00;1
18/12/2022/13:10:30;24.80;45.50;1
18/12/2022/13:15:32;24.85;45.50;1
18/12/2022/13:20:33;24.85;45.00;1
18/12/2022/13:25:34;24.85;44.50;1
18/12/2022/13:30:35;24.85;44.50;1
18/12/2022/13:35:37;25.05;44.50;1
18/12/2022/13:40:38;25.30;46.50;1
18/12/2022/13:45:39;25.95;43.50;1
18/12/2022/13:50:40;25.30;43.00;1
18/12/2022/13:55:41;25.90;45.50;1
18/12/2022/14:0:43;25.85;44.00;1
18/12/2022/14:5:44;25.30;45.00;1
18/12/2022/14:10:45;26.05;43.00;1
18/12/2022/14:15:46;25.35;42.00;1
18/12/2022/14:20:48;25.30;42.00;1
18/12/2022/14:25:49;25.35;41.00;1
18/12/2022/14:30:50;25.35;41.00;1
18/12/2022/14:35:51;25.35;40.50;1
18/12/2022/14:40:52;25.35;40.00;1
18/12/2022/14:45:54;25.30;39.50;1
18/12/2022/14:50:55;25.35;39.50;1
18/12/2022/14:55:56;25.35;39.50;1
18/12/2022/15:0:57;25.35;39.00;1
18/12/2022/15:5:59;25.35;38.00;1
18/12/2022/15:12:0;25.95;38.00;1
18/12/2022/15:16:1;25.45;38.50;1
18/12/2022/15:21:2;25.95;37.50;1
18/12/2022/15:26:4;25.35;37.50;1
18/12/2022/15:31:5;25.35;38.00;1
18/12/2022/15:36:6;25.25;40.00;1
18/12/2022/15:41:7;25.25;39.00;1
18/12/2022/15:46:9;25.25;39.50;1
18/12/2022/15:51:10;25.25;39.50;1
18/12/2022/15:56:12;25.25;39.00;1
18/12/2022/16:1:12;25.25;38.50;1
18/12/2022/16:6:14;25.25;39.50;1
18/12/2022/16:12:15;25.25;39.50;1
18/12/2022/16:16:16;25.25;40.00;1
18/12/2022/16:21:17;25.20;40.00;1
18/12/2022/16:26:19;25.20;39.50;1
18/12/2022/16:31:20;25.20;39.50;1
18/12/2022/16:36:21;25.15;39.50;1
18/12/2022/16:41:22;25.20;39.50;1
18/12/2022/16:46:23;25.10;39.50;1
18/12/2022/16:51:25;25.05;39.50;1
18/12/2022/16:56:26;25.00;40.00;1
18/12/2022/17:1:27;25.00;39.50;1
18/12/2022/17:6:28;25.05;39.50;1
18/12/2022/17:12:30;25.00;40.00;1
18/12/2022/17:16:31;24.95;40.00;1
18/12/2022/18:16:14;24.05;43.50;1
18/12/2022/18:21:15;24.10;43.50;1
18/12/2022/18:26:16;24.05;43.50;1
18/12/2022/18:34:45;24.00;43.00;1
18/12/2022/18:40:21;23.95;42.50;1
18/12/2022/18:45:22;23.90;43.00;1
18/12/2022/18:50:23;23.85;43.00;1
18/12/2022/18:55:25;23.85;43.50;1
18/12/2022/19:0:26;23.30;43.50;1
18/12/2022/19:5:27;23.30;43.50;1
18/12/2022/19:10:28;23.25;43.50;1
18/12/2022/19:15:29;23.25;43.50;1
18/12/2022/19:20:31;23.25;44.00;1
18/12/2022/19:25:32;23.20;44.00;1
18/12/2022/19:30:33;23.20;44.00;1
18/12/2022/19:35:34;23.15;44.00;1
18/12/2022/19:40:35;23.15;44.00;1
18/12/2022/19:45:37;23.10;44.00;1
18/12/2022/19:50:38;23.10;44.50;1
18/12/2022/19:55:39;23.05;44.50;1
18/12/2022/20:0:40;23.05;44.50;1
18/12/2022/20:5:42;23.00;45.00;1
18/12/2022/20:10:43;23.00;45.00;1
18/12/2022/20:15:44;23.00;45.00;1
18/12/2022/20:20:45;22.95;45.00;1
18/12/2022/20:25:46;22.95;45.50;1
18/12/2022/20:30:48;22.95;45.50;1
18/12/2022/20:35:49;22.95;45.50;1
18/12/2022/20:40:50;22.95;45.50;1
18/12/2022/20:45:51;22.95;46.00;1
18/12/2022/20:50:52;22.90;46.00;1
18/12/2022/20:55:54;22.90;46.00;1
18/12/2022/21:0:55;22.90;46.00;1
18/12/2022/21:5:56;22.85;46.00;1
18/12/2022/21:10:57;22.85;46.00;1
18/12/2022/21:15:59;22.85;46.00;1
18/12/2022/21:21:0;22.85;46.50;1
18/12/2022/21:26:1;22.80;46.50;1
18/12/2022/21:31:2;22.25;47.00;1
18/12/2022/21:36:3;22.25;47.50;1
18/12/2022/21:41:5;22.20;47.50;1
18/12/2022/21:46:6;22.25;47.50;1
18/12/2022/21:51:7;22.25;47.50;1
18/12/2022/21:56:8;22.25;47.50;1
18/12/2022/22:1:9;22.20;47.50;1
18/12/2022/22:6:12;22.20;47.50;1
18/12/2022/22:12:12;22.20;47.50;1
18/12/2022/22:16:13;22.20;47.50;1
18/12/2022/22:21:14;22.15;48.00;1
18/12/2022/22:26:16;22.15;48.00;1
18/12/2022/22:31:17;22.20;48.00;1
18/12/2022/22:36:18;22.15;48.00;1
18/12/2022/22:41:19;22.15;48.00;1
18/12/2022/22:46:20;22.15;47.50;1
18/12/2022/22:51:22;22.15;47.50;1
18/12/2022/22:56:23;22.15;47.50;1
18/12/2022/23:1:24;22.15;47.50;1
18/12/2022/23:6:25;22.15;47.50;1
18/12/2022/23:12:26;22.15;47.50;1
18/12/2022/23:16:28;22.15;47.50;1
18/12/2022/23:21:29;22.15;47.50;1
18/12/2022/23:26:30;22.10;47.50;1
18/12/2022/23:31:31;22.05;48.00;1
18/12/2022/23:36:32;22.05;48.00;1
18/12/2022/23:41:34;22.05;48.00;1
18/12/2022/23:46:35;22.05;48.00;1
18/12/2022/23:51:36;22.05;48.50;1
18/12/2022/23:56:37;22.05;48.50;1
19/12/2022/0:1:39;22.05;48.50;1
19/12/2022/0:6:40;22.05;48.50;1
19/12/2022/0:12:41;21.95;49.00;1
19/12/2022/0:16:42;21.95;49.00;1
19/12/2022/0:21:43;22.00;49.00;1
19/12/2022/0:26:45;21.95;49.50;1
19/12/2022/0:31:46;21.95;49.00;1
19/12/2022/0:36:47;22.00;49.00;1
19/12/2022/0:41:48;22.00;49.00;1
19/12/2022/0:46:49;22.00;49.50;1
19/12/2022/0:51:51;21.95;49.50;1
19/12/2022/0:56:52;21.95;49.50;1
19/12/2022/1:1:53;21.95;49.50;1
19/12/2022/1:6:54;21.95;49.50;1
19/12/2022/1:12:55;21.95;49.50;1
19/12/2022/1:16:57;21.95;49.50;1
19/12/2022/1:21:58;21.95;49.50;1
19/12/2022/1:26:59;21.95;49.50;1
19/12/2022/1:32:0;21.95;49.50;1
19/12/2022/1:37:1;21.90;50.00;1
19/12/2022/1:42:3;21.85;50.00;1
19/12/2022/1:47:4;21.85;50.00;1
19/12/2022/1:52:5;21.85;50.00;1
19/12/2022/1:57:6;21.25;50.50;1
19/12/2022/2:2:8;21.25;51.00;1
19/12/2022/2:7:9;21.80;50.50;1
19/12/2022/2:12:10;21.80;50.50;1
19/12/2022/2:17:12;21.20;51.00;1
19/12/2022/2:22:12;21.75;51.50;1
19/12/2022/2:27:14;21.20;52.00;1
19/12/2022/2:32:15;21.25;51.50;1
19/12/2022/2:37:16;21.25;51.50;1
19/12/2022/2:42:17;21.20;51.50;1
19/12/2022/2:47:19;21.20;52.00;1
19/12/2022/2:52:20;21.25;52.00;1
19/12/2022/2:57:21;21.20;52.00;1
19/12/2022/3:2:22;21.25;52.00;1
19/12/2022/3:7:23;21.20;52.00;1
19/12/2022/3:12:25;21.20;52.00;1
19/12/2022/3:17:26;21.15;52.00;1
19/12/2022/3:22:27;21.20;52.00;1
19/12/2022/3:27:28;21.20;52.00;1
19/12/2022/3:32:30;21.20;52.00;1
19/12/2022/3:37:31;21.20;52.50;1
19/12/2022/3:42:32;21.20;52.50;1
19/12/2022/3:47:33;21.15;52.50;1
19/12/2022/3:52:34;21.15;52.50;1
19/12/2022/3:57:36;21.15;52.50;1
19/12/2022/4:2:37;21.15;52.50;1
19/12/2022/4:7:38;21.15;52.50;1
19/12/2022/4:12:39;21.15;53.00;1
19/12/2022/4:17:41;21.10;53.00;1
19/12/2022/4:22:42;21.15;53.00;1
19/12/2022/4:27:43;21.10;53.00;1
19/12/2022/4:32:44;21.15;53.00;1
19/12/2022/4:37:45;21.10;53.50;1
19/12/2022/4:42:47;21.05;53.50;1
19/12/2022/4:47:48;21.05;53.50;1
19/12/2022/4:52:49;21.05;53.50;1
19/12/2022/4:57:50;21.05;53.00;1
19/12/2022/5:2:52;21.05;53.50;1
19/12/2022/5:7:53;21.00;53.50;1
19/12/2022/5:12:54;21.05;53.50;1
19/12/2022/5:17:55;21.05;53.50;1
19/12/2022/5:22:56;21.05;53.50;1
19/12/2022/5:27:58;21.05;53.50;1
19/12/2022/5:32:59;21.05;53.50;1
19/12/2022/5:38:0;20.95;54.00;1
19/12/2022/5:43:1;21.00;53.50;1
19/12/2022/5:48:2;21.00;53.50;1
19/12/2022/5:53:4;21.00;53.50;1
19/12/2022/5:58:5;21.00;53.50;1
19/12/2022/6:3:6;21.00;53.50;1
19/12/2022/6:8:7;20.95;54.00;1
19/12/2022/6:13:9;21.00;53.50;1
19/12/2022/6:18:10;21.00;53.50;1
19/12/2022/6:23:12;20.95;54.00;1
19/12/2022/6:28:12;20.95;54.00;1
19/12/2022/6:33:13;21.00;54.00;1
19/12/2022/6:38:15;21.00;54.00;1
19/12/2022/6:43:16;21.00;54.00;1
19/12/2022/6:48:17;21.00;54.00;1
19/12/2022/6:53:18;21.00;54.00;1
19/12/2022/6:58:19;21.00;54.00;1
19/12/2022/7:3:21;21.05;54.00;1
19/12/2022/7:8:22;21.05;54.00;1
19/12/2022/7:13:23;21.05;54.00;1
19/12/2022/7:18:24;21.10;54.00;1
19/12/2022/7:23:26;21.05;54.00;1
19/12/2022/7:28:27;21.10;54.00;1
19/12/2022/7:33:28;21.10;54.50;1
19/12/2022/7:38:29;21.10;54.50;1
19/12/2022/7:43:30;21.10;54.00;1
19/12/2022/7:48:32;21.10;54.00;1
19/12/2022/7:53:33;21.15;54.50;1
19/12/2022/7:58:34;21.10;55.50;1
19/12/2022/8:3:35;21.10;56.00;1
19/12/2022/8:8:37;21.15;56.00;1
19/12/2022/8:13:38;21.15;55.00;1
19/12/2022/8:18:39;21.20;55.00;1
19/12/2022/8:23:40;21.20;54.50;1
19/12/2022/8:28:41;21.20;54.50;1
19/12/2022/8:33:43;21.20;55.00;1
19/12/2022/8:38:44;21.25;55.00;1
19/12/2022/8:43:45;21.30;54.50;1
19/12/2022/8:48:46;21.30;55.00;1
19/12/2022/8:53:48;21.30;55.00;1
19/12/2022/8:58:49;21.30;55.00;1
19/12/2022/9:3:50;21.35;55.50;1
19/12/2022/9:8:51;21.30;56.00;1
19/12/2022/9:13:53;21.30;55.50;1
19/12/2022/9:18:54;21.85;54.50;1
19/12/2022/9:23:55;21.80;54.00;1
19/12/2022/9:28:56;21.30;54.00;1
19/12/2022/9:33:57;21.85;53.00;1
19/12/2022/9:38:59;21.85;53.00;1
19/12/2022/9:44:0;21.85;53.00;1
19/12/2022/9:49:1;21.85;53.00;1
19/12/2022/9:54:2;21.85;53.00;1
19/12/2022/9:59:4;21.85;53.50;1
19/12/2022/10:4:5;21.85;53.50;1
19/12/2022/10:9:6;21.85;54.50;1
19/12/2022/10:14:7;21.85;54.50;1
19/12/2022/10:19:9;21.30;55.50;1
19/12/2022/10:24:10;21.30;56.00;1
19/12/2022/10:29:12;21.35;55.50;1
19/12/2022/10:34:12;21.85;55.50;1
19/12/2022/10:39:13;21.85;55.50;1
19/12/2022/10:44:15;21.85;56.00;1
19/12/2022/10:49:16;21.35;56.00;1
19/12/2022/10:54:17;21.90;56.00;1
19/12/2022/10:59:18;21.85;56.00;1
19/12/2022/12:4:20;21.85;55.50;1
19/12/2022/12:9:21;21.85;55.50;1
19/12/2022/12:14:22;21.85;55.50;1
19/12/2022/12:19:23;21.85;56.00;1
19/12/2022/12:24:25;21.85;56.00;1
19/12/2022/12:29:26;21.85;56.50;1
19/12/2022/12:34:27;21.85;56.50;1
19/12/2022/12:39:28;21.85;57.00;1
19/12/2022/12:44:29;21.85;56.50;1
19/12/2022/12:49:31;21.85;56.50;1
19/12/2022/12:54:32;21.90;56.00;1
19/12/2022/12:59:33;21.90;55.50;1
19/12/2022/12:4:34;21.90;55.00;1
19/12/2022/12:9:36;21.95;55.50;1
19/12/2022/12:14:37;21.95;55.00;1
19/12/2022/12:19:38;21.95;55.00;1
19/12/2022/12:24:39;21.95;54.50;1
19/12/2022/12:29:41;21.95;54.50;1
19/12/2022/12:34:42;21.95;54.50;1
19/12/2022/12:39:43;22.00;54.00;1
19/12/2022/12:44:44;22.00;53.50;1
19/12/2022/12:49:45;22.05;53.50;1
19/12/2022/12:54:47;22.05;53.00;1
19/12/2022/12:59:48;22.05;52.50;1
19/12/2022/13:4:49;22.05;52.50;1
19/12/2022/13:9:50;22.10;52.50;1
19/12/2022/13:14:51;22.15;52.00;1
19/12/2022/13:19:53;22.20;52.00;1
19/12/2022/13:24:54;22.20;51.00;1
19/12/2022/13:29:55;22.20;50.50;1
19/12/2022/13:34:56;22.20;50.50;1
19/12/2022/13:39:58;22.20;50.00;1
19/12/2022/13:44:59;22.20;50.50;1
19/12/2022/13:50:0;22.20;50.50;1
